enrollee_id,target
16548,0.4364041988105041
12036,0.12562587850228424
11061,0.12801708219433747
5032,0.13813945455465926
17599,0.125483357118625
19314,0.1277668110249154
12365,0.1278952210662098
22696,0.1264638778314492
16083,0.1278584938530439
33240,0.12713448891142146
813,0.12786441877070148
1362,0.12758749460178048
3821,0.12760548556342716
26316,0.12859231202313487
29269,0.1310756917605759
22524,0.12704049083944882
30407,0.13162920333138772
863,0.12796352910477357
27743,0.1278292831241982
29303,0.12720772175760028
1019,0.1272708247181548
8819,0.12791398341831106
5397,0.12928479421780317
14697,0.12809835051178406
10407,0.12647682775733926
19224,0.17154586241838368
735,0.12589866037005032
14106,0.1281670997269625
858,0.12856248323516717
9061,0.12690436767361
12775,0.12434024297006627
7964,0.1298747921294092
30781,0.13076812505350757
29346,0.1274715566507102
17991,0.12168444562106459
15768,0.12928344977880857
15378,0.12753015952934701
27248,0.12614062729678122
5931,0.13109686486048563
11897,0.12787122181405094
10606,0.12683021356820331
28368,0.12359380215060975
11081,0.1251490696869074
19611,0.12950613186837803
1283,0.12794526211196897
18590,0.1254811996077308
2076,0.12643951065405157
19130,0.11850744267378836
29874,0.1276905340981148
16387,0.1207147193917168
22536,0.12787932127971907
30268,0.12234727686799117
23258,0.12769278713233426
14201,0.12821347515262166
10551,0.12359172629722638
28787,0.12589540066509988
23340,0.17373759270713268
26020,0.1442282164627118
22989,0.1295167868839686
14594,0.11580142234072167
10127,0.12766723694132961
18684,0.1254970986748696
20163,0.13369994871820942
997,0.12733846392285833
32505,0.13347467127386412
28948,0.13152451348800803
19793,0.1252659884294835
22487,0.13006762693077287
28765,0.1280431330852844
28078,0.12506603673365482
3780,0.1285867211558025
15396,0.12322409499195641
31167,0.12688777696978729
8834,0.1272489599909358
12051,0.13336012691788107
29453,0.1307067602711431
4305,0.23056138150009556
28298,0.12738371730564932
33189,0.17828164407289923
6611,0.12777695226720537
4763,0.12786273959445588
11459,0.12755755357888762
4870,0.12261270972408528
12630,0.1275692650460256
29618,0.12469666442438833
30033,0.1346270286988177
25404,0.12418480396604721
5522,0.12775313971805785
13026,0.1277053225895617
14788,0.13825381423247068
8450,0.1233135030993537
15425,0.13226315938794367
17221,0.12798284798885104
32535,0.1430278357799551
3356,0.12752542720760673
6938,0.12789652784429736
25715,0.1278913134674679
25064,0.11116412543609137
29805,0.1366220271172764
20608,0.12784991744102267
32283,0.12296547108591077
17793,0.13572440783237016
1525,0.12620140759305093
3579,0.12264014154161766
1704,0.12779704958622157
16657,0.12714249363451913
21066,0.1864214450641007
32817,0.12629142306965221
24938,0.12669147993857074
2837,0.13134445199707975
1157,0.1284705757212462
33154,0.12717749248089322
27434,0.13058791980709095
15056,0.1275821543581049
2555,0.12791175195943447
19701,0.12729236063935723
25529,0.1267081361701726
17070,0.1375561224099931
26053,0.12466509423701924
30684,0.12107612085459882
2815,0.12668730556230726
31291,0.1251820928026495
26903,0.12739431566361614
32889,0.13341310931515551
20873,0.12686391585276824
27921,0.1284638118262628
16150,0.12715873590594004
31345,0.12717371527492072
13375,0.1307021774809796
12369,0.12281578267841803
30180,0.11823834090465388
33355,0.12773666899845484
2417,0.12406006513302527
30481,0.12798356494878582
5540,0.11918413225483912
32713,0.12633145203081275
263,0.15052722071445473
20373,0.16650470189053984
4991,0.1281766076984281
24045,0.15519322158719287
17697,0.12790143461294612
30866,0.1242366840902772
12996,0.12790909976064144
25973,0.13384343505334442
18035,0.1281038863083369
8980,0.12802557704466316
6515,0.12790004784385442
24754,0.12643776439556337
3901,0.12761535990015693
8499,0.13325983165713737
6139,0.13137933925001344
31696,0.12780021441360775
24611,0.12723141193222753
18882,0.1257693709843224
11713,0.12803984388114537
7027,0.12481268189119188
23513,0.1278253038102073
3013,0.12797318583317077
11584,0.14160134739116542
24451,0.12712529280357532
17738,0.11882680822788698
30028,0.12532157899539878
9366,0.12790711128956145
25896,0.12663099846686207
29281,0.13759138492434117
31222,0.1279191973321105
11790,0.1274468074501507
15533,0.17293269560078772
10055,0.11809382888536062
32053,0.1279858460361254
9977,0.12860379713636283
30111,0.1374907482315487
20140,0.1278235181561399
