enrollee_id,target
16548,0.4272283
12036,0.07990191
11061,0.35711193
5032,0.08357708
17599,0.07572318
19314,0.08942189
12365,0.27466005
22696,0.08993338
16083,0.08595009
33240,0.10967751
813,0.07091265
1362,0.07563035
3821,0.08595009
26316,0.22974052
29269,0.09170579
22524,0.08421796
30407,0.07783062
863,0.08155849
27743,0.085302785
29303,0.07912594
1019,0.14869304
8819,0.09798511
5397,0.18345603
14697,0.07048805
10407,0.078626364
19224,0.21555027
735,0.07953469
14106,0.35711193
858,0.085302785
9061,0.07505438
12775,0.0720345
7964,0.099331014
30781,0.06496311
29346,0.17859076
17991,0.07783062
15768,0.09334108
15378,0.079730466
27248,0.05029918
5931,0.0772393
11897,0.08155849
10606,0.0835825
28368,0.087448284
11081,0.06879198
19611,0.12800115
1283,0.08155849
18590,0.079730466
2076,0.077585235
19130,0.12726904
29874,0.07912594
16387,0.055613533
22536,0.079730466
30268,0.33187538
23258,0.09354639
14201,0.1153782
10551,0.18266001
28787,0.16802908
23340,0.36295733
26020,0.09553214
22989,0.1267444
14594,0.099232234
10127,0.099497914
18684,0.07255047
20163,0.12354266
997,0.096586585
32505,0.19653435
28948,0.13481736
19793,0.10598575
22487,0.11826814
28765,0.0792962
28078,0.09658633
3780,0.09432601
15396,0.15943974
31167,0.079730466
8834,0.18401508
12051,0.14692813
29453,0.29275414
4305,0.16439657
28298,0.0968654
33189,0.09135449
6611,0.079730466
4763,0.28975406
11459,0.07912594
4870,0.123410575
12630,0.07563035
29618,0.073577724
30033,0.16648422
25404,0.091633566
5522,0.11047319
13026,0.18641734
14788,0.13589852
8450,0.12648883
15425,0.07912594
17221,0.35249013
32535,0.12458259
3356,0.09943836
6938,0.08595009
25715,0.08155849
25064,0.105862476
29805,0.08288536
20608,0.25653124
32283,0.079730466
17793,0.14440434
1525,0.088421874
3579,0.18518879
1704,0.08155849
16657,0.11020321
21066,0.10406672
32817,0.07912594
24938,0.11945337
2837,0.30893603
1157,0.052679423
33154,0.16768098
27434,0.16648422
15056,0.087313026
2555,0.106011555
19701,0.07912594
25529,0.073577724
17070,0.13985966
26053,0.07563035
30684,0.060912292
2815,0.14023866
31291,0.07095309
26903,0.1153782
32889,0.11622473
20873,0.15743974
27921,0.16287266
16150,0.07048805
31345,0.078626364
13375,0.17815363
12369,0.17161635
30180,0.08595009
33355,0.07505438
2417,0.075282425
30481,0.097310156
5540,0.08595009
32713,0.17116928
263,0.2033731
20373,0.16794164
4991,0.11047319
24045,0.22089729
17697,0.09239677
30866,0.07912594
12996,0.24968937
25973,0.061829913
18035,0.27449164
8980,0.08595009
6515,0.15077886
24754,0.097310156
3901,0.09374118
8499,0.21729763
6139,0.07331438
31696,0.08595009
24611,0.07505438
18882,0.08355125
11713,0.32775152
7027,0.09369924
23513,0.07912594
3013,0.19173959
11584,0.10297773
24451,0.08595009
17738,0.17709929
30028,0.20077415
9366,0.20475729
25896,0.07563572
29281,0.10394206
31222,0.13767773
11790,0.24968937
15533,0.12841524
10055,0.11556533
32053,0.20659558
9977,0.10705273
30111,0.12410511
20140,0.24968937
24780,0.11971452
33097,0.08391556
1312,0.08595009
8694,0.0835825
14127,0.08165794
29904,0.088421874
29099,0.08421796
18616,0.07550549
31040,0.26628923
28643,0.14513835
7132,0.178742
30579,0.06727136
19419,0.12684977
7835,0.11651349
11957,0.08595009
20303,0.07640511
20120,0.08549064
24434,0.08857395
25972,0.07563035
10442,0.11779772
24285,0.1734978
8925,0.15750232
26227,0.08595009
15960,0.084869355
28482,0.1406218
23555,0.1006049
10319,0.08942189
9717,0.11400021
24606,0.17864165
4545,0.07912594
30371,0.15347968
10309,0.18229927
11076,0.074986644
14411,0.2548177
18403,0.11478292
30763,0.1547993
10772,0.06766802
10597,0.07233768
6940,0.07289444
14149,0.28089362
30682,0.09166735
33089,0.084869355
28300,0.15750232
28024,0.07358296
15923,0.1023157
23021,0.0711449
9271,0.12704256
24649,0.12776016
25717,0.09731041
21247,0.12579511
2302,0.09166735
32609,0.13730413
27506,0.07289444
30403,0.11478292
6612,0.079730466
14011,0.087313026
22398,0.102647886
13659,0.084212504
7087,0.10436508
33044,0.12578565
29659,0.21729763
23199,0.088421874
1093,0.08155849
12165,0.0717787
27636,0.059166238
11850,0.16092123
1929,0.10026785
31747,0.20832159
29506,0.16209978
10320,0.11661227
4209,0.080868736
28190,0.15750232
26665,0.28120655
